# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 8K of event 'cycles'
# Event count (approx.): 6921317673
#
# Overhead        Period  Command          Shared Object         Symbol                                                                                                                                                                                     
# ........  ............  ...............  ....................  ...........................................................................................................................................................................................
#
     0.03%       1733890  C2 CompilerThre  libjvm.so             [.] ciInstanceKlass::is_instance_klass
     0.03%       1732538  C1 CompilerThre  libjvm.so             [.] Phi::as_Phi
     0.03%       1731672  C1 CompilerThre  libjvm.so             [.] ValueRecorder<Metadata*>::maybe_find_index
     0.03%       1731245  java             libjvm.so             [.] AccessInternal::PostRuntimeDispatch<CardTableBarrierSet::AccessBarrier<286822ul, CardTableBarrierSet>, (AccessInternal::BarrierType)3, 286822ul>::oop_access_barrier
     0.03%       1731218  C2 CompilerThre  libjvm.so             [.] ciTypeFlow::flow_block
     0.03%       1730377  C1 CompilerThre  libjvm.so             [.] MethodData::bci_to_dp
     0.02%       1730173  java             [JIT] tid 160376      [.] 0x00007f02396db739
     0.02%       1730139  java             [JIT] tid 160376      [.] 0x00007f02396e2383
     0.02%       1729584  java             [kernel.kallsyms]     [k] ttwu_queue_wakelist
     0.02%       1729405  C2 CompilerThre  libjvm.so             [.] ConnectionGraph::complete_connection_graph
     0.02%       1729386  java             libjvm.so             [.] ClassLoaderData::add_handle
     0.02%       1729045  C2 CompilerThre  libjvm.so             [.] HaltNode::Opcode
     0.02%       1726915  C1 CompilerThre  libjvm.so             [.] Assembler::reachable
     0.02%       1726330  C2 CompilerThre  libjvm.so             [.] Parse::do_field_access
     0.02%       1725675  C2 CompilerThre  libc.so.6             [.] clock_gettime@@GLIBC_2.17
     0.02%       1725412  java             libjvm.so             [.] ClassFileParser::~ClassFileParser
     0.02%       1724784  C2 CompilerThre  libjvm.so             [.] Node::is_dead_loop_safe
     0.02%       1724392  java             [JIT] tid 160376      [.] 0x00007f02396e4d83
     0.02%       1723915  GC Thread#1      libjvm.so             [.] steal_marking_work
     0.02%       1723394  C2 CompilerThre  libjvm.so             [.] CmpPNode::sub
     0.02%       1722896  java             libjvm.so             [.] InterpreterRuntime::quicken_io_cc
     0.02%       1722581  C1 CompilerThre  libjvm.so             [.] LIRGenerator::increment_event_counter_impl
     0.02%       1722531  C2 CompilerThre  [kernel.kallsyms]     [k] __free_one_page
     0.02%       1720662  C1 CompilerThre  libjvm.so             [.] LinearScan::use_kind_of_input_operand
     0.02%       1719993  java             libjvm.so             [.] constantPoolHandle::~constantPoolHandle
     0.02%       1719641  C1 CompilerThre  [kernel.kallsyms]     [k] syscall_return_via_sysret
     0.02%       1718183  C1 CompilerThre  libjvm.so             [.] BitMap::is_same
     0.02%       1716783  C2 CompilerThre  libjvm.so             [.] PhaseChaitin::PhaseChaitin
     0.02%       1715796  C2 CompilerThre  [kernel.kallsyms]     [k] timerqueue_add
     0.02%       1714450  C1 CompilerThre  libjvm.so             [.] ParallelScavengeHeap::register_nmethod
     0.02%       1714417  C2 CompilerThre  libjvm.so             [.] Compile::find_intrinsic
     0.02%       1710627  java             [JIT] tid 160376      [.] 0x00007f02396db6d0
     0.02%       1710490  C1 CompilerThre  libjvm.so             [.] metadata_Relocation::unpack_data
     0.02%       1710274  C1 CompilerThre  libjvm.so             [.] ImmutableOopMapBuilder::fill
     0.02%       1710122  C1 CompilerThre  libjvm.so             [.] ConstantPool::impl_klass_ref_index_at
     0.02%       1707981  java             [JIT] tid 160376      [.] 0x00007f02396e7e7c
     0.02%       1707747  C1 CompilerThre  libjvm.so             [.] Return::visit
     0.02%       1704953  C2 CompilerThre  libjvm.so             [.] MethodLiveness::compute_liveness
     0.02%       1702939  C2 CompilerThre  [JIT] tid 160376      [.] 0x00007f02396cf08b
     0.02%       1702894  C1 CompilerThre  libjvm.so             [.] LoadField::visit
     0.02%       1702593  C2 CompilerThre  libjvm.so             [.] VectorSet::VectorSet
     0.02%       1702443  C2 CompilerThre  libjvm.so             [.] IdealLoopTree::reassociate_invariants
     0.02%       1701599  C2 CompilerThre  libjvm.so             [.] MemNode::optimize_memory_chain
     0.02%       1701413  GC Thread#3      libjvm.so             [.] PSPromotionManager::copy_unmarked_to_survivor_space<false>
     0.02%       1700809  java             libjvm.so             [.] DependencyContext::mark_dependent_nmethods
     0.02%       1698183  C1 CompilerThre  libjvm.so             [.] Klass::next_sibling
     0.02%       1697219  C2 CompilerThre  libjvm.so             [.] ciMethod::scale_count
     0.02%       1696342  java             [JIT] tid 160376      [.] 0x00007f02396eb7d6
     0.02%       1694520  C2 CompilerThre  [kernel.kallsyms]     [k] syscall_enter_from_user_mode
     0.02%       1694370  C2 CompilerThre  libjvm.so             [.] jmpLoopEndUCF_shortNode::size
     0.02%       1694314  C2 CompilerThre  libjvm.so             [.] Parse::do_exits
     0.02%       1692505  C1 CompilerThre  libjvm.so             [.] ImmutableOopMapBuilder::heap_size
     0.02%       1691273  C2 CompilerThre  libjvm.so             [.] TypeFunc::make
     0.02%       1687973  C1 CompilerThre  libjvm.so             [.] CompileBroker::collect_statistics
     0.02%       1683918  C2 CompilerThre  libjvm.so             [.] Dictionary::find
     0.02%       1682696  C1 CompilerThre  libjvm.so             [.] Instruction::as_Phi
     0.02%       1682389  C2 CompilerThre  libjvm.so             [.] MemNode::can_see_stored_value
     0.02%       1681707  C2 CompilerThre  libjvm.so             [.] Matcher::ReduceOper
     0.02%       1680187  C1 CompilerThre  libjvm.so             [.] LinearScan::create_interval
     0.02%       1679956  C2 CompilerThre  libjvm.so             [.] Compile::optimize_virtual_call
     0.02%       1679808  C2 CompilerThre  libjvm.so             [.] CallNode::Value
     0.02%       1679129  C1 CompilerThre  libjvm.so             [.] LinearScan::use_kind_of_output_operand
     0.02%       1674633  C2 CompilerThre  libjvm.so             [.] StoreNode::make
     0.02%       1673059  C1 CompilerThre  libjvm.so             [.] LIRGenerator::profile_branch
     0.02%       1672790  C1 CompilerThre  libjvm.so             [.] ciObjectFactory::ciObjectFactory
     0.02%       1672131  C2 CompilerThre  libjvm.so             [.] MethodLiveness::MethodLiveness
     0.02%       1671477  C1 CompilerThre  libjvm.so             [.] ciConstantPoolCache::ciConstantPoolCache
     0.02%       1671289  C1 CompilerThre  libjvm.so             [.] GrowableArrayArenaAllocator::allocate
     0.02%       1669590  C1 CompilerThre  libjvm.so             [.] ciInstanceKlass::ciInstanceKlass
     0.02%       1668653  C1 CompilerThre  libjvm.so             [.] MethodLiveness::get_liveness_at
     0.02%       1667061  C1 CompilerThre  libjvm.so             [.] Assembler::mov_literal64
     0.02%       1666894  GC Thread#1      libjvm.so             [.] OopOopIterateDispatch<PCAdjustPointerClosure>::Table::oop_oop_iterate<ObjArrayKlass, narrowOop>
     0.02%       1664360  C2 CompilerThre  [kernel.kallsyms]     [k] syscall_exit_work
     0.02%       1661970  C2 CompilerThre  [kernel.kallsyms]     [k] update_min_vruntime
     0.02%       1657824  java             [JIT] tid 160376      [.] 0x00007f02396e8893
     0.02%       1655502  C1 CompilerThre  libjvm.so             [.] LinearScan::append_scope_value_for_constant
     0.02%       1654313  C1 CompilerThre  libjvm.so             [.] LIRGenerator::invoke_visit_arguments
     0.02%       1653568  C1 CompilerThre  libjvm.so             [.] LIR_Assembler::arith_op
     0.02%       1651737  C1 CompilerThre  libjvm.so             [.] PatchingStub::emit_code
     0.02%       1651343  C1 CompilerThre  libjvm.so             [.] ComputeLinearScanOrder::common_dominator
     0.02%       1650052  C1 CompilerThre  libjvm.so             [.] CompiledMethod::CompiledMethod
     0.02%       1649545  GC Thread#5      libjvm.so             [.] nmethod::fix_oop_relocations
     0.02%       1646290  C2 CompilerThre  libjvm.so             [.] RegMask::smear_to_sets
     0.02%       1645073  C1 CompilerThre  libjvm.so             [.] BlockBegin::iterate_preorder
     0.02%       1644732  C1 CompilerThre  libjvm.so             [.] ciMethodBlocks::do_analysis
     0.02%       1643263  C2 CompilerThre  libjvm.so             [.] ciObjectFactory::vm_symbol_at
     0.02%       1639391  GC Thread#1      libjvm.so             [.] MoveAndUpdateClosure::do_addr
     0.02%       1637950  C2 CompilerThre  libjvm.so             [.] TypeLong::xdual
     0.02%       1636018  C2 CompilerThre  libjvm.so             [.] Node::del_req
     0.02%       1635633  C1 CompilerThre  libjvm.so             [.] DependencyContext::add_dependent_nmethod
     0.02%       1635345  C2 CompilerThre  libjvm.so             [.] AccessInternal::PostRuntimeDispatch<CardTableBarrierSet::AccessBarrier<286822ul, CardTableBarrierSet>, (AccessInternal::BarrierType)3, 286822ul>::oop_access_barrier
     0.02%       1634899  C1 CompilerThre  libjvm.so             [.] ciMethod::method_data_or_null
     0.02%       1634859  C1 CompilerThre  libc.so.6             [.] __memmove_avx_unaligned
     0.02%       1630342  C1 CompilerThre  [JIT] tid 160376      [.] 0x00007f02396cf08b
     0.02%       1628653  C1 CompilerThre  libjvm.so             [.] ciMethod::ciMethod
     0.02%       1626828  C1 CompilerThre  libjvm.so             [.] GraphBuilder::null_check
     0.02%       1621928  C1 CompilerThre  libjvm.so             [.] BitMap::set_union
     0.02%       1621738  C2 CompilerThre  libjvm.so             [.] PhaseConservativeCoalesce::coalesce
     0.02%       1620740  C2 CompilerThre  libjvm.so             [.] StartNode::bottom_type
     0.02%       1620448  C1 CompilerThre  libjvm.so             [.] LinearScan::add_temp
     0.02%       1620090  C2 CompilerThre  libjvm.so             [.] RethrowNode::is_CFG
     0.02%       1617296  GC Thread#5      libjvm.so             [.] metadata_Relocation::unpack_data
     0.02%       1617219  C2 CompilerThre  libjvm.so             [.] StartNode::match
     0.02%       1613843  C1 CompilerThre  libjvm.so             [.] ArenaBitMap::ArenaBitMap
     0.02%       1612774  C2 CompilerThre  libc.so.6             [.] __GI___pthread_self
     0.02%       1612035  C1 CompilerThre  libjvm.so             [.] ThreadCritical::ThreadCritical
     0.02%       1611435  C2 CompilerThre  libjvm.so             [.] IndexSet::lrg_union
     0.02%       1607616  C1 CompilerThre  libjvm.so             [.] GraphBuilder::arithmetic_op
     0.02%       1599718  C1 CompilerThre  libjvm.so             [.] OopMap::OopMap
     0.02%       1598943  C2 CompilerThre  [kernel.kallsyms]     [k] find_vma
     0.02%       1593388  C1 CompilerThre  libjvm.so             [.] MethodLiveness::BasicBlock::compute_gen_kill_range
     0.02%       1590559  C1 CompilerThre  libjvm.so             [.] ValueMap::increase_table_size
     0.02%       1583389  C1 CompilerThre  libjvm.so             [.] DirectiveSet::should_inline
     0.02%       1582586  C1 CompilerThre  libjvm.so             [.] BarrierSetC1::resolve_address
     0.02%       1581100  C1 CompilerThre  libc.so.6             [.] __memcmp_avx2_movbe
     0.02%       1578612  C2 CompilerThre  libjvm.so             [.] Klass::next_sibling
     0.02%       1575888  VM Thread        libjvm.so             [.] RelocIterator::advance_over_prefix
     0.02%       1575829  C1 CompilerThre  libjvm.so             [.] LIR_Assembler::emit_code
     0.02%       1575519  C2 CompilerThre  libjvm.so             [.] IfNode::Ideal_common
     0.02%       1573682  C1 CompilerThre  libjvm.so             [.] ValueMap::kill_field
     0.02%       1572402  C1 CompilerThre  libjvm.so             [.] LinearScanWalker::combine_spilled_intervals
     0.02%       1568368  C1 CompilerThre  libjvm.so             [.] ConstantPool::impl_name_ref_at
     0.02%       1555987  C1 CompilerThre  libc.so.6             [.] __condvar_dec_grefs
     0.02%       1552921  C1 CompilerThre  libjvm.so             [.] BlockListBuilder::mark_loops
     0.02%       1552345  C1 CompilerThre  libjvm.so             [.] LinkResolver::resolve_method
     0.02%       1549787  C1 CompilerThre  libjvm.so             [.] Assembler::prefix
     0.02%       1547728  C1 CompilerThre  libjvm.so             [.] internal_word_Relocation::fix_relocation_after_move
     0.02%       1543496  C1 CompilerThre  [kernel.kallsyms]     [k] __count_memcg_events.part.0
     0.02%       1536023  C1 CompilerThre  [kernel.kallsyms]     [k] kfree
     0.02%       1529002  GC Thread#0      libjvm.so             [.] RelocIterator::initialize
     0.02%       1528589  C1 CompilerThre  libjvm.so             [.] LIRGenerator::emit_array_address
     0.02%       1526849  C1 CompilerThre  [kernel.kallsyms]     [k] __list_del_entry_valid
     0.02%       1519977  C1 CompilerThre  libjvm.so             [.] PhiSimplifier::block_do
     0.02%       1516092  C1 CompilerThre  libjvm.so             [.] MacroAssembler::mov_metadata
     0.02%       1514126  C1 CompilerThre  libjvm.so             [.] LinearScan::sort_intervals_after_allocation
